"PVWatts: Hourly PV Performance Data"
"Requested Location:","new york"
"Location:","Lat, Lng: 40.73, -74.02"
"Lat (deg N):","40.73"
"Lng (deg W):","74.02"
"Elev (m):","0"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","20","7","659","99","28","1","401.122","39.455","1215.307","1166.178"
"7","20","8","741","114","29","1","606.91","47.269","1839.37","1770.157"
"7","20","9","788","125","30","1","781.54","53.872","2313.543","2226.65"
"7","20","10","825","127","31","1","907.07","58.825","2620.41","2520.961"
"7","20","11","832","134","31","2","972.013","56.656","2843.505","2734.379"
"7","20","12","165","468","32","2","644.134","49.932","1954.335","1881.028"
"7","20","13","139","437","31","2","575.386","46.34","1778.93","1711.821"
"7","20","14","2","156","31","2","150.867","35.371","493.205","462.796"
"7","20","15","607","181","30","3","595.54","42.885","1853.015","1783.322"
"7","20","16","260","206","29","3","323.735","36.716","1025.183","981.453"
"7","20","17","0","9","28","3","8.52","27.653","28.917","7.985"
"7","20","18","0","3","27","2","2.835","25.503","9.721","0"
"7","20","19","0","0","26","2","0","26","0","0"
"7","20","20","0","0","25","2","0","25","0","0"
"7","20","21","0","0","25","1","0","25","0","0"
"7","20","22","0","0","24","1","0","24","0","0"
"7","20","23","0","0","24","1","0","24","0","0"
"7","21","0","0","0","23","1","0","23","0","0"
"7","21","1","0","0","23","1","0","23","0","0"
"7","21","2","0","0","23","0","0","23","0","0"
"7","21","3","0","0","22","0","0","22","0","0"
"7","21","4","0","0","22","0","0","22","0","0"
"7","21","5","57","43","23","0","37.094","21.184","129.771","106.951"
"7","21","6","0","66","25","0","62.631","24.971","215.281","190.786"
"7","21","7","99","206","27","0","241.909","35.164","780.958","743.671"
"7","21","8","94","291","28","0","344.826","41.341","1090.384","1044.84"
"7","21","9","100","368","29","1","445.257","42.397","1404.054","1349.233"
"7","21","10","47","383","30","1","425.114","43.222","1335.816","1283.091"
"7","21","11","0","89","30","2","85.021","32.154","282.375","256.519"
"7","21","12","4","154","31","2","151.759","33.865","499.834","469.276"
"7","21","13","74","396","31","2","464.327","42.131","1467.195","1410.395"
